lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,lineargh,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,lineround,linecfp,linepig,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineavg,linestd,linemedian,phcover,phwin,lineca
4.5,3,Jacksonville St.,Georgia Southern,-0.5,2.38,,3.5,,,15.65,4.093,-4.81,-1.205,8.5,6.5,5.3,-5.1,-3.48,-3.46,-3.5,,7.1,2.2,3.66,3.92,7.15,-1.24,-4.99,-6,-2.3144,-11.37,,,7,0,-8.51,-6.94,-2.948018802,,-9.89,-0.5502,,,,,-10.85,-2.5,,,-5.6,-24,-6.16,-9.338,-3.43,-2.91,-1.226183856,6.2158482555,-2.705,0.4286647354,0.4714287363,2.5
-5.5,-3,Clemson,Georgia Tech,-1.5,-4.25,,-3,,,-9.3,-5.015,5.82,-4.213,-5.6,-6.4,-6.8,-6.2,2.18,-2.04,-8.5,,-5.5,-5,-0.29,-2.25,-3.46,4.14,-3.06,6,1.3914,1.92,,,-7,0,-8.03,-8.66,7.199190692,,2.87,-2.4541,,,,,16.2,-1.8,,,0.56,18,1.54,1.252,-2.23,-4.47,-1.748597481,5.3495254583,-2.35205,0.5214215734,0.4585792537,-3
5,5,Colorado,Houston,6,8.43,,4.5,,,-2.36,2.901,-0.51,-4.898,-4.5,-2.8,-4.9,-0.3,-4.53,-1.04,-10.5,,3.3,-0.3,3.79,2.37,2.47,7.47,-0.45,-4,1.7646,-0.7,,,3,0,6.7,10.33,1.785702287,,2.4,-4.1315,,,,,5.5,3.8,,,2.45,14,4.65,-5.459,3.38,-6.42,0.6859111746,4.6795871462,1.7751511435,0.4260820542,0.5164694779,4.5
28,27.5,Western Mich.,Illinois,25,30.73,,27.5,,,38.23,30.567,26.82,22.957,43.1,39.1,41.3,22,18.38,28.45,16,,25,29.3,22.83,21.47,22.68,31.41,28.13,35,25.878,29.13,,,34,0,21.66,34.79,27.480660764,,21.51,26.5779,,,,,25.1,32.9,,,38.85,33,33.08,35.705,21.94,37.26,29.008765577,6.7992195793,28.29,0.5254129369,0.9529525746,27.5
33,35,Massachusetts,Iowa,28.5,39.06,,35,,,43.93,34.776,34.25,31.549,47.5,44.9,47.3,40.3,19.13,39.71,22.5,,28.5,34.5,34.21,33.45,32.94,47.02,40.9,41,32.7637,40.61,,,48,0,28.14,42.15,40.587138058,,33.83,44.6538,,,,,43.3,42.2,,,38.5,23,41.33,45.844,36.53,43.11,37.985378835,7.0656775884,40.005,0.550021481,0.9853298561,35
-23.5,-22,Buffalo,Kent,-14,-20.96,,-22,,,-32.87,-9.747,-15.31,-29.167,-23.7,-22.1,-26.8,-18.4,-11.82,-17.63,-12,,-22,-19.2,-18.72,-19.51,-17.79,-26.26,-21.85,-37,-12.2109,-25.49,,,-24,0,-14.58,-12.73,-23.57953461,,-14.82,-17.4835,,,,,-25.1,-22.5,,,-11.9,-11,-20.63,-29.477,-12.26,-15,-19.96097041,6.4765630368,-19.355,0.5344569077,0.1229605055,-22
24.5,26,Eastern Mich.,Kentucky,21.5,26.67,,24,,,21.45,21.199,28.41,26.588,37.2,33.8,37.1,27.1,17.53,32.07,9,,22,25.2,24.18,24.11,22.73,32.76,34.84,30,24.3256,29.14,,,30,0,14.15,19.86,23.383440168,,31.01,24.7644,,,,,47.25,32,,,31.8045,20,33.37,29.118,24.97,31.02,27.266748338,7.0649985313,26.885,0.5212710027,0.9411001387,26
9.5,7,Florida,LSU,16,5.48,,7.5,,,10.1,9.995,5.38,15.863,8.2,8.9,8.4,8,3.69,4.98,3,,7.8,12,7.18,5.54,7,10.08,7.2,6,2.8707,3.99,,,8,0,14.84,5.77,7.99829203,,7.58,10.397,,,,,17.1,5.4,,,10.031,-3,13.45,5.764,8.4,15.81,8.5608053342,3.8253664138,7.999146015,0.5270612614,0.699275364,7
10.5,10,New Mexico St.,Louisiana Tech,0.5,14.88,,10,,,12.68,5.869,8.85,14.936,9.7,9.4,10.2,11.6,7.93,9.51,8,,7.2,12.9,12.58,13.08,10.39,17.77,12.61,25,8.693,19.06,,,3,0,-0.62,6.05,11.531434511,,10.77,11.8901,,,,,20.5,12,,,11.2,-7,11.06,19.785,8.25,6.84,10.98873707,5.2328827481,10.915,0.5169475866,0.7437940445,10
14.5,17.5,South Florida,Miami (Fla.),14.5,10.48,,17.5,,,9.53,8.166,15.6,18.18,17.8,17.1,17.8,16.6,13,14.27,15.5,,16,17.3,17.74,18.83,21.32,15.81,13.37,12,6.1366,11.09,,,16,0,17.01,7.6,9.415507487,,2.84,17.5768,,,,,11.9,10,,,14.7,-2,13.39,10.192,17.51,15.03,13.924636319,4.0720352257,14.865,0.4383244331,0.8013673411,17
27,28,Central Mich.,Michigan,24,28.68,,28,,,20.3,22.554,24.18,21.382,41.2,38.9,41.9,30.5,17.93,36.15,19.5,,25.5,27.9,22.59,23.78,25.43,24.02,30.48,19,24.7206,30.13,,,29,0,32.05,25.49,20.478547703,,21.19,31.7745,,,,,23.6,27.5,,,33.6,11,30.46,33.319,29.54,37.26,27.666351325,6.290435798,26.5,0.4943428355,0.9468139796,28
7.5,6.5,Arkansas,Mississippi,20,6.85,,7,,,9.09,12.018,12.02,12.502,9.6,10.6,11.9,15.8,12.14,12.87,14,,8,5.6,8.61,8.72,9.73,8.24,15.93,9,6.5295,13.14,,,15,0,13.07,3.46,11.538600278,,13.26,14.5649,,,,,23.1,10.1,,,11.55,-8,10.51,10.314,11.57,12.69,11.489361119,3.7613695133,11.56,0.585936222,0.7585452978,7.5
25.5,27.5,Louisiana-Lafayette,Missouri,18.5,20.97,,27.5,,,20.05,22.871,25.32,26.005,29.2,26.8,28.1,15.7,11.35,25.25,2,,23,21.3,20.01,19.6,18.85,27.17,26.06,30,23.604,22.48,,,30,0,18.76,20.66,20.223330881,,25.12,21.1846,,,,,31.2,26.5,,,30.1,29,25.87,27.664,21.09,28.68,23.090053636,5.7617688229,23.302,0.4252339013,0.91347881,27
-26.5,-28,SMU,Missouri St.,-28,-25.77,,-28,,,-29.62,-21.698,-20.2,-19.721,-33.2,-31.5,-31.9,-27.6,-8.8,-23.8,-22,,-24.5,-25.4,-19.2,-21.03,-21.15,-22.51,-27.92,-26,-20.8261,-23.09,,,-32,0,-19.41,-30.4,-19.54749419,,-12.95,-28.1961,,,,,-26.6,-26.8,,,-25.2,-19,-14.38,,-21.74,-26.7,-23.98167698,5.4807709279,-24.5,0.5683905209,0.077374833,-28
9,9.5,Middle Tenn.,Nevada,11,16.39,,9.5,,,-2.82,11.166,9.82,18.903,9.1,7.9,7.9,10.1,8.68,11.51,8.5,,7.1,5.8,9.52,9.07,7.77,14.23,15.72,18,8.6849,13.47,,,14,0,2.07,1.98,18.720816399,,14.74,13.0862,,,,,18.05,8.8,,,8.2355,12,13.05,21.534,7.17,6.84,10.716400456,5.1428515501,9.67,0.5208646537,0.7388859525,9.5
4,5.5,Washington St.,North Texas,-1.5,11.3,,6,,,13.33,4.62,-5.26,2.685,-3.6,-2.6,-5.3,-8,-4.82,-4.19,-1.5,,4.7,-0.5,2.71,3.1,1.73,3.23,-1.74,6,2.2309,4.35,,,3,0,-2.44,-3.61,1.887467967,,0.39,-6.929,,,,,-4.9,6.5,,,0.7,1,-0.95,-5.011,-4.67,-1.35,0.0998157769,4.8700022362,-0.725,0.4079273922,0.5023894915,4.5
-28.5,-27,Oregon,Northwestern,-23.5,-24.73,,-28,,,-26.34,-13.669,-28.49,-22.362,-22.3,-24.7,-25,-30.7,-12.56,-27.06,-22,,-23.5,-28.8,-25.78,-23.44,-25.28,-42.14,-33.33,-43,-23.0564,-31.4,,,-23,0,-28.92,-29.71,-21.51862499,,-30.12,-31.313,,,,,-37.7,-29.7,,,-24.5,-39,-32.01,-30.968,-22.55,-30.21,-27.09325069,6.2672944859,-26.06,0.4984184282,0.0568188946,-27
6.5,6.5,Texas A&M,Notre Dame,11.5,9.12,,6.5,,,14.43,7.83,8.72,16.697,8.2,8.1,8.7,9.4,9.83,12.33,9.5,,6.6,11.4,9.12,11.82,3.96,14.37,11.56,10,5.5931,14.24,,,8,0,10.05,4.15,11.68494793,,5.02,15.4552,,,,,-3.1,8.7,,,7.35,-29,9,14.088,12.03,3.72,9.4213402203,3.879006427,9.26,0.5505334365,0.717144457,7
34,29.5,Ohio,Ohio St.,26,32.46,,31,,,22.96,23.247,27.87,25.207,36.1,35.4,35,34.8,17.23,35.38,7.5,,25,32.3,28.62,27.32,30.27,36.36,34.42,27,24.7071,29.19,,,34,0,25.57,33.33,22.024017657,,22.64,33.3899,,,,,16.15,33.3,,,26.096,22,29.82,30.525,29.08,27.51,28.271556046,6.2979782236,28.85,0.4791817216,0.9505052256,29.5
-20.5,-20.5,USC,Purdue,-13.5,-23.28,,-20.5,,,-39.61,-20.02,-19.84,-18.824,-24.2,-22.9,-25.3,-19.7,-8.4,-16.95,-17.5,,-18,-21.5,-14.73,-13.93,-14.77,-22.51,-24.3,-35,-20.0362,-26.48,,,-21,0,-17.78,-16.97,-8.875093904,,-13.06,-24.4647,,,,,-51.5,-24.9,,,-23.1,-14,-17.6,-15.116,-12.09,-31.38,-21.08655539,8.3586375006,-19.93,0.4903167857,0.1206555206,-20.5
5,3,Vanderbilt,South Carolina,11.5,3.47,,4.5,,,-0.41,8.687,2.74,7.734,6.2,7.4,6.3,10.5,12.55,9.09,14,,5.5,7.2,7.86,8.99,10.55,4.61,7.64,2,3.8932,7.62,,,15,0,11.59,2.83,6.568082624,,6.07,6.6784,,,,,1.65,3.6,,,9.1,-4,10.51,6.847,9.8,14.25,7.5032689618,3.701137864,7.51,0.5777088566,0.6767368391,4
-1,-4,Appalachian St.,Southern Miss.,-15.5,-7.6,,-3,,,-6.12,-5.767,-6.39,-18.684,-4.2,-3.1,-6.2,-15.3,-11.53,-9.76,-8,,-1.7,-5.5,2.56,2.7,1.48,3.42,-5.02,-10,-2.2056,-7.29,,,,0,-9.9,-6.42,-16.86742447,,-0.66,-17.9549,,,,,-26.8,-1.5,,,-9.8,-5,-6.13,-18.34,-11.78,-17.73,-8.102540699,7.0440800265,-6.42,0.4314017659,0.3209642906,-4.5
-10.5,-13.5,Boston College,Stanford,-10,-3.29,,-14,,,-9.49,-7.2,-9.02,-1.201,-7.4,-7.5,-8.6,-5.1,-8.88,-8.84,-6.5,,-7.9,-7.2,-6.05,-5.43,-4.58,-11.92,-8.97,-15,-2.5811,-10.69,,,-13,0,-11.55,-9.43,-6.46514605,,-10.4,-10.7446,,,,,-14.7,-13.7,,,-10.85,-32,-6.39,-9.716,-4.36,-19.29,-8.720495724,3.7126945658,-8.86,0.582402602,0.2970501033,-12.5
-24.5,-23,Oklahoma,Temple,-20,-26.24,,-21.5,,,-22.3,-25.436,-19.11,-21.438,-30.8,-29.8,-32.9,-25.4,-10.14,-26.36,0.5,,-25,-25.5,-17.73,-17.79,-21.2,-19.89,-26.45,-19,-12.0102,-17.53,,,-30,0,-21.05,-20.88,-13.16786412,,-13.05,-24.1031,,,,,-26.4,-20.4,,,-28.7,3,-27.49,-21.185,-26.78,-36.84,-22.26583789,7.0808044552,-21.869,0.5123293529,0.100846309,-23
-6,-4.5,Georgia,Tennessee,-9,-0.36,,-4,,,0.94,0.397,6.32,-5.043,-0.9,-2.2,-1.6,-7,0.48,-0.23,3.5,,-4.7,-7.8,1.63,-0.24,-1.57,7.19,4.14,7,0.4079,5.42,,,-3,0,-3.77,0.45,0.773078848,,3.17,-3.6356,,,,,7.8,0.9,,,2.1,12,-0.73,-3.691,-2.85,-1.74,-0.206711699,4.1053414319,-0.235,0.5739103381,0.4949893252,-3.5
42,41,UTEP,Texas,30.5,46.38,,40.5,,,43.54,37.914,36.11,33.819,52.2,49.7,51.5,45.6,18.92,41.04,27,,29,43.5,34.73,34.61,36.82,42.2,47.04,43,39.4553,41.13,,,46,0,33.19,37.4,34.608157572,,32.04,49.2852,,,,,47.7,44.4,,,44.499,4,41.62,49.448,38.47,50.13,40.402740488,7.6438736767,41.375,0.4900421106,0.9888665666,41
25.5,23.5,Oregon St.,Texas Tech,21,22.43,,23.5,,,22.61,20.125,19.51,24.059,27.2,24.2,25.3,16.3,17.97,14.14,17.5,,17.5,24.3,19.38,18.49,17.68,27.71,18.34,26,21.4495,25.31,,,24,0,3.59,19.75,20.319688693,,13.93,19.5541,,,,,22.2,27.7,,,27.895,58,25.14,22.843,12.66,25.95,20.945424686,5.0377505065,21.22475,0.4562067928,0.8949188149,23.5
-6.5,-3.5,Memphis,Troy St.,-9.5,-6.04,,-3.5,,,-3.5,-10.704,-6.83,-19.196,-7.6,-7.1,-7.1,-6.9,-8.33,-9.02,-8,,-4.9,-3.9,-2.02,-2.11,-3.06,-2.22,-6.59,-9,-6.9029,-11.82,,,-11,0,-1.45,-0.99,-8.098519972,,-3.33,-8.0259,,,,,-12.25,-3.1,,,-12.2815,-20,-11.05,-4.888,-1.43,-17.34,-7.154911666,4.2925961147,-7.00145,0.4370719672,0.3323291928,-4
2.5,1.5,Duke,Tulane,14,5.05,,1.5,,,2.75,1.567,4.09,11.073,7.1,7.7,7.2,10.4,12.14,7.13,12.5,,3.6,4,5.64,4.82,4.8,8.09,8.63,5,6.2399,13.84,,,2,0,9.89,8.65,6.95086574,,9.75,11.0311,,,,,19.65,6.8,,,12.6,11,8.23,6.402,8.39,5.28,7.8606629372,3.8278785266,7.165,0.6089722639,0.6842379635,3
-14,-14,Navy,Tulsa,-14,-15.58,,-14,,,-24.27,-19.991,-13.1,-22.949,-24,-20.7,-24.8,-20.8,-8.85,-14.75,-20.5,,-10.7,-16.6,-13.16,-13.51,-14.43,-16.43,-18.34,-25,-8.4655,-22.12,,,-27,0,-7.75,-14.57,-20.9969315,,-5.61,-29.0076,,,,,-20.4,-17.3,,,-20.3,-17,-16.45,-33.904,-11.38,-25.14,-18.13483421,6.3810002685,-17.82,0.4303203347,0.1454024829,-14.5
10.5,11,Akron,UAB,17,10.75,,11,,,9.99,2.438,10.34,4.132,8.1,9.3,9,11.4,14.36,12.76,13,,9.8,13.4,11.22,10.92,9.12,17.03,13.84,12,9.5989,12.24,,,7,0,12.85,12.89,8.2617166776,,9.23,14.3357,,,,,15,15.4,,,10.15,28,9.35,13.035,18.34,6.06,11.212258797,3.4472147248,11.07,0.5036925372,0.7541534921,11
14,15.5,New Mexico,UCLA,13,16.68,,15.5,,,17.67,18.444,13.31,12.273,25.4,21.9,23.3,14.4,7.98,19.87,4.5,,17,18.5,18.02,18.84,20.83,18.11,16.78,6,10.2596,12.35,,,20,0,11.3,12.4,8.387691514,,5.77,9.3504,,,,,5.5,17.2,,,16.45,-7,15.65,8.225,16.32,18.54,14.73638032,5.3542585288,16.385,0.4869249829,0.8096211431,15.5
-3,-4.5,Air Force,Utah St.,-2,-9.5,,-4.5,,,-16.96,-1.17,0.41,-2.219,-0.4,-0.1,0.4,-3.7,4.59,-3.29,8.5,,-4.6,0.8,0.81,1.25,-1.5,2.37,-0.66,-3,2.8614,3.11,,,-4,0,-13.06,-10.34,1.949591905,,0.01,4.4041,,,,,11.7,-5.8,,,-4.2,-18,1.55,,-1.14,-6.81,-1.420968803,5.5570563106,-0.66,0.5524705292,0.4664532711,-4
7.5,5.5,Old Dominion,Virginia Tech,3.5,6.28,,7,,,5.75,17.351,7.61,7.868,18.4,16.6,17.1,10.8,5.33,12.22,7.5,,6.7,12.8,6.62,7.63,10.14,1.4,6.12,3,3.9557,6.19,,,15,0,1.94,1.82,4.109047632,,0.74,10.278,,,,,13.2,1.9,,,5.25,-21,5.62,6.959,10.77,15.81,8.1739096564,5.0142934507,6.8295,0.5458401162,0.6876618691,5.5
-6.5,-7,NC St.,Wake Forest,-4,-8.81,,-7,,,-12.82,-9.105,-5.25,-3.148,-5,-6.8,-6.5,-3.5,-4.96,-3.87,-3.5,,-7.2,-8.9,-6.46,-7.13,-6.76,-8.54,-5.24,-18,-6.7873,-5.15,,,-6,0,-5.16,-3.2,-6.925097566,,-9,-6.5021,,,,,-7.9,-9.6,,,-10.15,-1,-3.65,,-5.33,-12.27,-6.946214216,3.1033005826,-6.5021,0.5009377017,0.3343949306,-7
-3.5,-7.5,Pittsburgh,West Va.,0.5,-9.39,,-7,,,-12.67,-5.551,-4.28,-8.2,0.6,-0.5,0.8,-0.2,3.04,1.32,1,,-3.4,-5.7,-3.55,-2.75,-2.75,-8.09,-5.43,-12,-2.3631,-2.95,,,-4,0,-1.14,-7.22,3.121186145,,-5.79,2.6106,,,,,-11.2,-6,,,-5.5335,-31,-2.99,4.652,3.31,-7.59,-3.341217052,4.511616987,-3.195,0.57138776,0.4200678972,-7
-23.5,-23.5,Utah,Wyoming,-6,-24.49,,-23.5,,,-14.31,-19.243,-21.25,-17.499,-30.9,-27.7,-30.2,-19.1,-6.6,-22.64,-0.5,,-23,-19.9,-11.69,-11.27,-10.95,-19.1,-22.39,-27,-20.0502,-20.89,,,-20,0,-13.37,-24.43,-13.11492096,,-18.51,-18.4654,,,,,-4.1,-28.5,,,-21.7,-13,-11.15,-16.047,-16.99,-29.04,-18.39137558,7.4339760156,-19.1715,0.5847713148,0.1478261946,-23
